height,entropybit,IsContract,tx,netstakeweight,modifier,flags,IsSuperBlock,querytime,fees_collected,mint,MoneySupply,claim->mining_id,difficulty,size,location,time,username,,locktime,netstakeweight,txid,contracts,vout->0->value,vout->0->scriptPubKey->addresses,vout->0->scriptPubKey->type,time 

691,1,False,"['aacbb172a33a54d0e4cfbb58da931f0be1978eb99113351d00d10383b94782b2', 'b8cfa0d06e86162a5372784e357bb022510f0d531167b75e8cd3ce803014263e']",181213851.7409233,08cf929af7c48a29,proof-of-stake proof-of-research,False,3,0,1.4976902,340793739.081372,ca895b47aacffbdbf906201821af2f9f,0.0008867416035373216,705,"Bruges, Belgium",1413185292,unknown user,,0,181213851.7409233,aacbb172a33a54d0e4cfbb58da931f0be1978eb99113351d00d10383b94782b2,[],0,,nonstandard,1413185292
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,b8cfa0d06e86162a5372784e357bb022510f0d531167b75e8cd3ce803014263e,[],0,,nonstandard,1413185292

692,0,False,['8eac4fb5e645686be8e7de0cd9150f528a4f4ece9c3d0acb429f2fb3bad0997d'],181213851.7409233,08cf929af7c48a29,proof-of-work ,False,3,0,500,340794239.081372,5053afa1d562765d3b534c185fe410d1,3.618584691519072,404,"Bruges, Belgium",1413185299,unknown user,,0,181213851.7409233,8eac4fb5e645686be8e7de0cd9150f528a4f4ece9c3d0acb429f2fb3bad0997d,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185291

693,1,False,['1b278e13fa3ed70a84a6d564a00b22491c826241383b51450d46c6d8e29df800'],181213851.7409233,08cf929af7c48a29,proof-of-work ,False,3,0,500,340794739.081372,5053afa1d562765d3b534c185fe410d1,3.355415487908415,399,"Bruges, Belgium",1413185362,unknown user,,0,181213851.7409233,1b278e13fa3ed70a84a6d564a00b22491c826241383b51450d46c6d8e29df800,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185358

694,0,False,"['570a3fffe010647ccbed21abe5cee1f926ca3c11b944b22cc4697effdd33b903', 'f6a426981d7c523fc9b76f1b00fc43d1872a11dbf3125ca7d3fdb46253d3781a']",181213851.7409233,08cf929af7c48a29,proof-of-stake proof-of-research,False,3,0,2.55750684,340794741.6388788,ca895b47aacffbdbf906201821af2f9f,0.0009683909853150345,701,"Bruges, Belgium",1413185390,unknown user,,0,181213851.7409233,570a3fffe010647ccbed21abe5cee1f926ca3c11b944b22cc4697effdd33b903,[],0,,nonstandard,1413185390
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,f6a426981d7c523fc9b76f1b00fc43d1872a11dbf3125ca7d3fdb46253d3781a,[],0,,nonstandard,1413185390

695,0,False,['887d6a01e67c5a9fbbf04eb893e43019b744b2c36b5ebd955ac4ac8093fa98db'],181213851.7409233,08cf929af7c48a29,proof-of-work ,False,3,0,153.87538356,340794895.5142624,5ad8e9c33e44236cda5106caa834c5e1,3.335793545759951,405,"Bruges, Belgium",1413185403,unknown user,,0,181213851.7409233,887d6a01e67c5a9fbbf04eb893e43019b744b2c36b5ebd955ac4ac8093fa98db,[],153.87538356,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413185401

696,0,False,"['c8cf8c1a148bfa5648753be4eaa081bf469fde2c9636468d6b20cd1b15745204', 'e04c6f850810f84628f0559cf25499f442ad3010ef67a91fd72e236123068863']",181213851.7409233,823b8570352148ca,proof-of-stake stake-modifier proof-of-research,False,3,0,0.07145938,340794895.5857218,5dcc2cda74bbec9addeb5ab85b19486c,0.0009012423736481158,702,"Bruges, Belgium",1413185442,unknown user,,0,181213851.7409233,c8cf8c1a148bfa5648753be4eaa081bf469fde2c9636468d6b20cd1b15745204,[],0,,nonstandard,1413185442
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,e04c6f850810f84628f0559cf25499f442ad3010ef67a91fd72e236123068863,[],0,,nonstandard,1413185442

697,0,False,['847cf987fa08679c7e3a8648cde7b1c124bf292d078c16443728e5b7591f9164'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340795395.5857218,5053afa1d562765d3b534c185fe410d1,3.464877270933314,397,"Bruges, Belgium",1413185460,unknown user,,0,181213851.7409233,847cf987fa08679c7e3a8648cde7b1c124bf292d078c16443728e5b7591f9164,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185443

698,1,False,"['dd3626a50f082f999adbe14ff0f750cf6a6463135b526e3fead4a2e42756e0bf', 'c2017ec4729f1ace5e54aba7af6f5a12bb572bb8be3ca514603d867b246aed21']",181213851.7409233,823b8570352148ca,proof-of-stake proof-of-research,False,3,0,0.03400481,340795395.6197266,496312cc8a6b929226ec68bf90c560d6,0.000915605932036682,702,"Bruges, Belgium",1413185553,unknown user,,0,181213851.7409233,dd3626a50f082f999adbe14ff0f750cf6a6463135b526e3fead4a2e42756e0bf,[],0,,nonstandard,1413185553
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,c2017ec4729f1ace5e54aba7af6f5a12bb572bb8be3ca514603d867b246aed21,[],0,,nonstandard,1413185553

699,0,False,"['bdea923fdae8755b3d484acc72e68dd7beadf846952a2e93093b9a5958da01c2', 'd531bf55e9b6c66d5ac91c1e738ce5209df9e4000b1b224ddf4605a5030747bb']",181213851.7409233,823b8570352148ca,proof-of-stake proof-of-research,False,4,0,0.36025387,340795395.97998047,9b5d1991732a99ef14342ca932a9ffe3,0.0008323695704127121,711,"Bruges, Belgium",1413185580,unknown user,,0,181213851.7409233,bdea923fdae8755b3d484acc72e68dd7beadf846952a2e93093b9a5958da01c2,[],0,,nonstandard,1413185580
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,d531bf55e9b6c66d5ac91c1e738ce5209df9e4000b1b224ddf4605a5030747bb,[],0,,nonstandard,1413185580

700,0,False,['8a3c5600bd2ac06ebbaee52e78427b7302c1a8b01f391c3120d77d77fa40b125'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340795895.97998047,5053afa1d562765d3b534c185fe410d1,3.485379942013378,404,"Bruges, Belgium",1413185599,unknown user,,0,181213851.7409233,8a3c5600bd2ac06ebbaee52e78427b7302c1a8b01f391c3120d77d77fa40b125,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185584

701,0,False,"['77219b8c60e0f9f4628fbd28da3e7149b6b2cf17e205575226ca9171d452e5fd', 'a58a7c9f62f3134b6a5d6a91ed3b88a151ebac54e6c82c1360cb4ebf8927af26']",181213851.7409233,823b8570352148ca,proof-of-work ,False,4,0.0001,500.0001,340796395.97998047,5053afa1d562765d3b534c185fe410d1,3.017901304300587,630,"Bruges, Belgium",1413185669,unknown user,,0,181213851.7409233,77219b8c60e0f9f4628fbd28da3e7149b6b2cf17e205575226ca9171d452e5fd,[],500.0001,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413185661
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,a58a7c9f62f3134b6a5d6a91ed3b88a151ebac54e6c82c1360cb4ebf8927af26,[],5251697.90708691,['SADfNBiShJSSbqS5Z5SXYo1BmjHEwCYvSK'],pubkeyhash,1413185587

702,0,False,['4be21b8f2a46eb712871d3890ad20b04338799545bf8b1bc7a8d0cf7bc7b1b03'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340796895.97998047,5053afa1d562765d3b534c185fe410d1,2.959865211753394,404,"Bruges, Belgium",1413185705,unknown user,,0,181213851.7409233,4be21b8f2a46eb712871d3890ad20b04338799545bf8b1bc7a8d0cf7bc7b1b03,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185686

703,1,False,['b4b695f7e05e1f9aa49039b7e31db8728bcac346aaace1f6af1dd299d6afdee0'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340797395.97998047,5053afa1d562765d3b534c185fe410d1,3.10603169948308,415,"Bruges, Belgium",1413185728,unknown user,,0,181213851.7409233,b4b695f7e05e1f9aa49039b7e31db8728bcac346aaace1f6af1dd299d6afdee0,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185728

704,0,False,['bb054f19a354645a8ec1d48865452777e9765c95c917d57b0f434e291713e2fa'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340797895.97998047,5053afa1d562765d3b534c185fe410d1,3.348998761364555,400,"Bruges, Belgium",1413185738,unknown user,,0,181213851.7409233,bb054f19a354645a8ec1d48865452777e9765c95c917d57b0f434e291713e2fa,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413185736

705,0,False,"['86a09486100ea00d60614867890dd8fa99b204cc6197b1cb85028c1fbcd62471', 'f2e8abb41626e95198de8454da7611207cfe1169fada7cca9678eb2c5d43621c', 'b0e88b8cf17a6d91b9d244b15b573cf6edd598afd1c16e3b461c8f7034703c43']",181213851.7409233,823b8570352148ca,proof-of-stake ,False,3,0.0001,10.54356303,340797906.52344346,INVESTOR,0.0008899568703285242,809,"Bruges, Belgium",1413185760,unknown user,,0,181213851.7409233,86a09486100ea00d60614867890dd8fa99b204cc6197b1cb85028c1fbcd62471,[],0,,nonstandard,1413185760
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,f2e8abb41626e95198de8454da7611207cfe1169fada7cca9678eb2c5d43621c,[],0,,nonstandard,1413185760
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,b0e88b8cf17a6d91b9d244b15b573cf6edd598afd1c16e3b461c8f7034703c43,[],5241696.90698691,['S8CyUWHWmB8bB5Fx9pPR48XBSY4doPdZcK'],pubkeyhash,1413185744

706,0,False,['90e1624a7e0e297db7455ec52daa14ed6cac18b1404e955037ed51d8e5420f3f'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340798406.52344346,5053afa1d562765d3b534c185fe410d1,3.713020478650358,396,"Bruges, Belgium",1413185818,unknown user,,0,181213851.7409233,90e1624a7e0e297db7455ec52daa14ed6cac18b1404e955037ed51d8e5420f3f,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413185810

707,1,False,['0028102155414a5e9c29da90f8a35c2c06493540268e20faa5ec98d013cd3980'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340798906.52344346,0d0d91f22f44f948308dac21d1f830ad,3.572907005593529,403,"Bruges, Belgium",1413185872,unknown user,,0,181213851.7409233,0028102155414a5e9c29da90f8a35c2c06493540268e20faa5ec98d013cd3980,[],500,['SKcNsAR6xk8QdsaN9VGd8jbfWKD2rhyVvQ'],pubkeyhash,1413185872

708,0,False,['11d9643cbd789a79430e960231ec7db904bab4a6dbcf9e08bcd501d12a094336'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,154.19966432,340799060.7231078,5ad8e9c33e44236cda5106caa834c5e1,3.61544207111428,405,"Bruges, Belgium",1413185945,unknown user,,0,181213851.7409233,11d9643cbd789a79430e960231ec7db904bab4a6dbcf9e08bcd501d12a094336,[],154.19966432,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413185888

709,0,False,['a113e722e136607190e19cf8bf07336e1ad07acde18ea2cea609e68c8123875f'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,500,340799560.7231078,5053afa1d562765d3b534c185fe410d1,3.525575032388422,396,"Bruges, Belgium",1413185970,unknown user,,0,181213851.7409233,a113e722e136607190e19cf8bf07336e1ad07acde18ea2cea609e68c8123875f,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413185969

710,1,False,"['fde54b86885e3691a0e1af9dabf51b7a5d9fe888cda428ca0e94add2f8aa5499', '894754f45ececbd797b090864ce77708516e6e68caeec3fd4ba2c101740cec47']",181213851.7409233,823b8570352148ca,proof-of-stake proof-of-research,False,3,0,0.87599352,340799561.5991013,99dc47721ccab26f0de9a1b7895e4881,0.0007204419915740772,675,"Bruges, Belgium",1413185994,unknown user,,0,181213851.7409233,fde54b86885e3691a0e1af9dabf51b7a5d9fe888cda428ca0e94add2f8aa5499,[],0,,nonstandard,1413185994
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,894754f45ececbd797b090864ce77708516e6e68caeec3fd4ba2c101740cec47,[],0,,nonstandard,1413185994

711,1,False,['f3f02e079033b545d25fbb0e987313ed26b79610be2d9843c2d1800565abea93'],181213851.7409233,823b8570352148ca,proof-of-work ,False,3,0,154.19966432,340799715.79876566,5ad8e9c33e44236cda5106caa834c5e1,3.785354521622059,400,"Bruges, Belgium",1413185996,unknown user,,0,181213851.7409233,f3f02e079033b545d25fbb0e987313ed26b79610be2d9843c2d1800565abea93,[],154.19966432,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413185994

712,1,False,"['78afb068b77de33f665f8cdf9c35c7f0de257cc2c2607867ecae7aa17b4c2b12', 'b703577e4f96d5af8f792f4c3476dc6c73aa1ca1b1a4c4a8a953703c3ee29e5e']",181213851.7409233,823b8570352148ca,proof-of-stake proof-of-research,False,3,0,0.03844022,340799715.8372059,5053afa1d562765d3b534c185fe410d1,0.000537172694738565,708,"Bruges, Belgium",1413186060,unknown user,,0,181213851.7409233,78afb068b77de33f665f8cdf9c35c7f0de257cc2c2607867ecae7aa17b4c2b12,[],0,,nonstandard,1413186060
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,b703577e4f96d5af8f792f4c3476dc6c73aa1ca1b1a4c4a8a953703c3ee29e5e,[],0,,nonstandard,1413186060

713,1,False,"['80f507a6e9685aa0d78c34600264fea67fe5f90b13df1c9acd9abddc8254d705', '249af831d55981725f5142de3ffd1fce59f0ea2e6ca0fccf3a0c06e61b5b0160']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake stake-modifier proof-of-research,False,3,0,34.38051294,340799750.21771884,aeed96e8131dca89a6b48b7843fa3585,0.0005309271742421728,685,"Bruges, Belgium",1413186070,unknown user,,0,181213851.7409233,80f507a6e9685aa0d78c34600264fea67fe5f90b13df1c9acd9abddc8254d705,[],0,,nonstandard,1413186070
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,249af831d55981725f5142de3ffd1fce59f0ea2e6ca0fccf3a0c06e61b5b0160,[],0,,nonstandard,1413186070

714,1,False,['e2716156ae99f700211e636d1d6f97c797dd04aa60fa3c87908b2e85ffef9247'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340800250.21771884,5053afa1d562765d3b534c185fe410d1,4.055737575723438,408,"Bruges, Belgium",1413186086,unknown user,,0,181213851.7409233,e2716156ae99f700211e636d1d6f97c797dd04aa60fa3c87908b2e85ffef9247,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186071

715,0,False,"['59a70ce60a2baf53f9617b6acb5474febf698fd25c9ac86a91d95b5ee6d77655', '8e3f51d055f134807079a079fd3f89a3ffbab947255fcbbc4219afe9be061846']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake proof-of-research,False,3,0,0.34793329,340800250.5656521,9b5d1991732a99ef14342ca932a9ffe3,0.0005886374989652699,699,"Bruges, Belgium",1413186152,unknown user,,0,181213851.7409233,59a70ce60a2baf53f9617b6acb5474febf698fd25c9ac86a91d95b5ee6d77655,[],0,,nonstandard,1413186152
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,8e3f51d055f134807079a079fd3f89a3ffbab947255fcbbc4219afe9be061846,[],0,,nonstandard,1413186152

716,1,False,['106db967db384d94785e126c8b2f3c5761e792281e7794e83891f3783d404bdd'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340800750.5656521,5053afa1d562765d3b534c185fe410d1,3.830419130177483,400,"Bruges, Belgium",1413186168,unknown user,,0,181213851.7409233,106db967db384d94785e126c8b2f3c5761e792281e7794e83891f3783d404bdd,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186155

717,1,False,['93582be585d614369850fa527cf65e8b6dd7430f7e9bbd03e95fb16d13fec2a8'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340801250.5656521,0d0d91f22f44f948308dac21d1f830ad,3.672018395812002,404,"Bruges, Belgium",1413186202,unknown user,,0,181213851.7409233,93582be585d614369850fa527cf65e8b6dd7430f7e9bbd03e95fb16d13fec2a8,[],500,['SKcNsAR6xk8QdsaN9VGd8jbfWKD2rhyVvQ'],pubkeyhash,1413186202

718,0,False,['d294676fe6f7b88e55c4d9cc0ba6248e28a1e952d285df7679dd32a145202d21'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340801750.5656521,496312cc8a6b929226ec68bf90c560d6,3.869275956810318,400,"Bruges, Belgium",1413186209,unknown user,,0,181213851.7409233,d294676fe6f7b88e55c4d9cc0ba6248e28a1e952d285df7679dd32a145202d21,[],500,['SAB1NgfQEQQ93uM1jd8WwYH8TU3LnzuBKV'],pubkeyhash,1413186206

719,1,False,['34c813ed002bd05b91c71989668f5d2feb2a52ae37f30e40f5bac214c7b3a7f5'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340802250.5656521,5053afa1d562765d3b534c185fe410d1,4.318010369735506,401,"Bruges, Belgium",1413186221,unknown user,,0,181213851.7409233,34c813ed002bd05b91c71989668f5d2feb2a52ae37f30e40f5bac214c7b3a7f5,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186214

720,0,False,['5423bc0956bcf8f766d83a945ad267e1f5fbbd6456708b28779db4fd6e588ac7'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340802750.5656521,5053afa1d562765d3b534c185fe410d1,4.766635461045299,407,"Bruges, Belgium",1413186303,unknown user,,0,181213851.7409233,5423bc0956bcf8f766d83a945ad267e1f5fbbd6456708b28779db4fd6e588ac7,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186287

721,1,False,"['96e6fe36998a49362214393caccf8d49262ae5e55ecbc20a3f614d5b134f9e3b', 'a5636c562a242f59e37b3e3165d39a76897cddc80819cdb9e2070d2ffc34d6d8']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake proof-of-research,False,3,0,1.11033103,340802751.67598313,9b5d1991732a99ef14342ca932a9ffe3,0.0005642956199190576,709,"Bruges, Belgium",1413186372,unknown user,,0,181213851.7409233,96e6fe36998a49362214393caccf8d49262ae5e55ecbc20a3f614d5b134f9e3b,[],0,,nonstandard,1413186372
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,a5636c562a242f59e37b3e3165d39a76897cddc80819cdb9e2070d2ffc34d6d8,[],0,,nonstandard,1413186372

722,0,False,['af79846347e872a16dfa356084c287939563dc09a92b1df6c344444247251ea4'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340803251.67598313,5053afa1d562765d3b534c185fe410d1,4.569519811150395,401,"Bruges, Belgium",1413186405,unknown user,,0,181213851.7409233,af79846347e872a16dfa356084c287939563dc09a92b1df6c344444247251ea4,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186375

723,1,False,"['bd6a9fc568f264543ecbde206023b8ab9cd117e4d990b5e6104c4001fe1364b9', 'fb52e42ce500f1abdbad3ad2faca0441484191b9a75df0869db84f37d45122d6']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake proof-of-research,False,4,0,0.07589479,340803251.7518779,99dc47721ccab26f0de9a1b7895e4881,0.0004295387819872848,683,"Bruges, Belgium",1413186451,unknown user,,0,181213851.7409233,bd6a9fc568f264543ecbde206023b8ab9cd117e4d990b5e6104c4001fe1364b9,[],0,,nonstandard,1413186451
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,fb52e42ce500f1abdbad3ad2faca0441484191b9a75df0869db84f37d45122d6,[],0,,nonstandard,1413186451

724,1,False,"['050a9784a88e29ef043b359f13dae1f35496702feb9da1ff552a6b0a2895576f', '4ae176697edc5cf04c8e6b9f30bc21ae34e328d13eb55d64758a8dd9ff78bd3f']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake proof-of-research,False,4,0,0.74909151,340803252.5009694,11fe6547462a7818f0eb91bec2fc308d,0.0004141112063275864,703,"Bruges, Belgium",1413186467,unknown user,,0,181213851.7409233,050a9784a88e29ef043b359f13dae1f35496702feb9da1ff552a6b0a2895576f,[],0,,nonstandard,1413186467
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,4ae176697edc5cf04c8e6b9f30bc21ae34e328d13eb55d64758a8dd9ff78bd3f,[],0,,nonstandard,1413186467

725,1,False,"['a7ebba52a8ee8b6229efe772af0f5224dee7ec426379ad004fdbb9eddfedae8f', 'a93c38e1f3bfcb66ad9b408a9bfff8f35858d77d95a72ee51d1e3bc72c1caa8f']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake proof-of-research,False,4,0,0.20698581,340803252.70795524,c01aa662c7bc039f6049de8ac93699d7,0.0004532123575723026,701,"Bruges, Belgium",1413186477,unknown user,,0,181213851.7409233,a7ebba52a8ee8b6229efe772af0f5224dee7ec426379ad004fdbb9eddfedae8f,[],0,,nonstandard,1413186477
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,a93c38e1f3bfcb66ad9b408a9bfff8f35858d77d95a72ee51d1e3bc72c1caa8f,[],0,,nonstandard,1413186477

726,0,False,['110512585c95587952937ab6cc0a7549177db4a7ddfb80bc1220f19595f73fc6'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340803752.70795524,0d0d91f22f44f948308dac21d1f830ad,4.221839218430686,407,"Bruges, Belgium",1413186493,unknown user,,0,181213851.7409233,110512585c95587952937ab6cc0a7549177db4a7ddfb80bc1220f19595f73fc6,[],500,['SE6buz9Mncd3b2xqNCnNUmSQ8yDT2GqYFY'],pubkeyhash,1413186493

727,1,False,['e8146f18258d448bc4ad7d704e56bf8a7488ec491a2ef8cf0dc931d0f3e1d12e'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340804252.70795524,5053afa1d562765d3b534c185fe410d1,4.002115446408571,400,"Bruges, Belgium",1413186514,unknown user,,0,181213851.7409233,e8146f18258d448bc4ad7d704e56bf8a7488ec491a2ef8cf0dc931d0f3e1d12e,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186513

728,1,False,"['560c7c2bb7f5ae03189c4216cc53fb4e0fd5a5c5450d10f320c00c9d0892ba31', 'b0572a445020dfb45a7e203ce4b4769d93f7e2e56358f379bc15863982ad3d76']",181213851.7409233,c11da8b7abea4bc8,proof-of-stake proof-of-research,False,3,0,0.07367709,340804252.7816323,9b5d1991732a99ef14342ca932a9ffe3,0.0005024753052191493,710,"Bruges, Belgium",1413186552,unknown user,,0,181213851.7409233,560c7c2bb7f5ae03189c4216cc53fb4e0fd5a5c5450d10f320c00c9d0892ba31,[],0,,nonstandard,1413186552
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,b0572a445020dfb45a7e203ce4b4769d93f7e2e56358f379bc15863982ad3d76,[],0,,nonstandard,1413186552

729,1,False,['7b584faad85c938ac176cfabfd739b6c3a40bb693f07aed474442b4b86bb20d4'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,4,0,500,340804752.7816323,5053afa1d562765d3b534c185fe410d1,4.333501401023284,400,"Bruges, Belgium",1413186563,unknown user,,0,181213851.7409233,7b584faad85c938ac176cfabfd739b6c3a40bb693f07aed474442b4b86bb20d4,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413186556

730,1,False,['cf0ca395173171aa73cc635af7aae676716135b141cb2499761139e53958a128'],181213851.7409233,c11da8b7abea4bc8,proof-of-work ,False,3,0,500,340805252.7816323,5053afa1d562765d3b534c185fe410d1,4.429029497190304,397,"Bruges, Belgium",1413186608,unknown user,,0,181213851.7409233,cf0ca395173171aa73cc635af7aae676716135b141cb2499761139e53958a128,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186587

731,1,False,['4e5ec16c0a8b66999593282e241a2672c64136c33ef2d559ede0b051988b6c83'],181213851.7409233,e08d61f4bde4a963,proof-of-work stake-modifier ,False,3,0,500,340805752.7816323,5053afa1d562765d3b534c185fe410d1,4.563243242361098,403,"Bruges, Belgium",1413186613,unknown user,,0,181213851.7409233,4e5ec16c0a8b66999593282e241a2672c64136c33ef2d559ede0b051988b6c83,[],500,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413186613

732,0,False,"['212b71957b42fae9e805d3d362671ed54c6bbdc5b881a150e9de64caeeb21ec0', '484e731e3405064fd4302c92cc61bb3e23e274d4ded3d5d9ea0dae631e29b6f9', '32e50eba9c8324b3d92815f1a7ea3f84bb164feed905a61488ca043a1d5d51cd']",181213851.7409233,e08d61f4bde4a963,proof-of-stake proof-of-research,False,3,0.0001,1.43840498,340805754.2199373,901a6902f3d9d9e0ad4e0615443650b5,0.0004881192511640678,934,"Bruges, Belgium",1413186683,unknown user,,0,181213851.7409233,212b71957b42fae9e805d3d362671ed54c6bbdc5b881a150e9de64caeeb21ec0,[],0,,nonstandard,1413186683
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,484e731e3405064fd4302c92cc61bb3e23e274d4ded3d5d9ea0dae631e29b6f9,[],0,,nonstandard,1413186683
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,32e50eba9c8324b3d92815f1a7ea3f84bb164feed905a61488ca043a1d5d51cd,[],5240196.91592011,['SH2cCCcCasWbphLidHzv17mrk5fYXWAp4d'],pubkeyhash,1413186665

733,0,False,['24823cc03890f1380bd3e2451302ee6e6eea7b52dff0798e682f561adf5ddb74'],181213851.7409233,e08d61f4bde4a963,proof-of-work ,False,3,0,500,340806254.2199373,5053afa1d562765d3b534c185fe410d1,5.114844180871468,404,"Bruges, Belgium",1413186704,unknown user,,0,181213851.7409233,24823cc03890f1380bd3e2451302ee6e6eea7b52dff0798e682f561adf5ddb74,[],500,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413186696

734,1,False,"['991b9af9d58d54e2eded7dcfadfc410a0368d257c943540ea210cfb1ed723506', '79494078c21548d0427d7de3f5680520d26821688e2c27841b3e8a2e33e639a2', '69c760720579b348fff24439e11fc135f9c5fe613b3cb86aca5e61ae5fb611f3']",181213851.7409233,e08d61f4bde4a963,proof-of-stake proof-of-research,False,3,0.0001,1.08307934,340806255.30291665,01ed06c6ea330e0f215ae80b58217d52,0.0004284697267292197,1077,"Bruges, Belgium",1413186742,unknown user,,0,181213851.7409233,991b9af9d58d54e2eded7dcfadfc410a0368d257c943540ea210cfb1ed723506,[],0,,nonstandard,1413186742
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,79494078c21548d0427d7de3f5680520d26821688e2c27841b3e8a2e33e639a2,[],0,,nonstandard,1413186742
,,,,,,,,,,,,,,,,,,,0,181213851.7409233,69c760720579b348fff24439e11fc135f9c5fe613b3cb86aca5e61ae5fb611f3,[],0.04897559,['RyVnkQwXM2G8j7UhRzNGeGP4yS6bkfTAEf'],pubkeyhash,1413186692

