height,entropybit,IsContract,tx,netstakeweight,modifier,flags,IsSuperBlock,querytime,fees_collected,mint,MoneySupply,claim->mining_id,difficulty,size,location,time,username,,locktime,netstakeweight,txid,contracts,vout->0->value,vout->0->scriptPubKey->addresses,vout->0->scriptPubKey->type,time 
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,3564c8adccacd478ef07e1cb12147cb3a3f573243ce8470e7c53ad0dc9867e4b,[],16782544.41641472,['RxAnckEXTBtXnzELtEmtLuoXKneGFmHNEA'],pubkeyhash,1413160353
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,87bb6384bcf0b5761bf1083bf8155206b702120455e4da39e60e411795052db8,[],13782544.41631472,['S9vjChyPP27qJNyvvKS88tvfeinuNZ77HB'],pubkeyhash,1413160359

205,0,False,"['26fd7292b3e5d751b30740805399f521f592d1574acb9fb45e2bcd6405ef8359', '41d9469846447f85fc3e7343a62219cb851c0bcf82a098635963d53eacdae490', '2759254cfca0fc7893631a1305241047f0490389288c8b3b2869a9a343aa690c', '6e1b3586757cb2abd4ad3b251fc68478bf8c0fff3c9a7a7565b77e4e8cf532c7', '6ae4b46573522b6c6b940ead08333960fa56a475d511c79ad98b87b6f5ca34ae']",180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0.0004,493.09125494,340618776.3365747,5053afa1d562765d3b534c185fe410d1,5.165142088696449,1326,"Bruges, Belgium",1413160493,unknown user,,0,180234315.5579678,26fd7292b3e5d751b30740805399f521f592d1574acb9fb45e2bcd6405ef8359,[],493.09125494,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413160464
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,41d9469846447f85fc3e7343a62219cb851c0bcf82a098635963d53eacdae490,[],97549279.50988632,['SCpTc6if5sa7RjZHTrw8k2XLyGfCqqKX3B'],pubkeyhash,1413160426
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,2759254cfca0fc7893631a1305241047f0490389288c8b3b2869a9a343aa690c,[],96491274.30904958,['S69pSYgY9QRA6b3nf93RY7DcEgtuePxZPq'],pubkeyhash,1413160420
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,6e1b3586757cb2abd4ad3b251fc68478bf8c0fff3c9a7a7565b77e4e8cf532c7,[],89450504.26627047,['S99jwwzChzJGqwyJFiMtwDgjtyLvwyPY5M'],pubkeyhash,1413160413
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,6ae4b46573522b6c6b940ead08333960fa56a475d511c79ad98b87b6f5ca34ae,[],89350504.26617047,['SGpua7cU5LSCya5rvXFYa8W38dyEvTvdym'],pubkeyhash,1413160433

206,1,False,"['45413546e6daa64478980219304e93401d65cd80f66b9258ee118bf071f5ab8d', '9969fd2ba4e1b2a15dd32ddb0c7293b714e1b139ae6c6f260330bb55083d757c', 'ccadec21398c93cc985e1f08f6c4ea7bec0ea2ba152a0fbb77190dac19e8c2f3', 'a9d9ff9cd9076f22ddb4ab3e044522eb9eed0b3aea22dfd7e21cf43326332d1a', '25923ae5f31d57a55238a6aba5c1b8082c5d19998e76f33e1473e6edaa47e363', '26939d22d8100fea2e141356d05ab2cc438d3cabce968b2116c26c8e59fc3052', 'c2905279607aef53251faa7aec227d98cb44b5441d6926e79124f2272dc30186', '0fdc965421300251af9227fa6ee9de7d43c70007806486783ac85781daf98919', '529be4c77403c78cc0967ed2057a055d31c7dbc7ef68bd995645b1ed09a8f5a1', '2f9c932b4e87d9ca19241904062fabb35f0b8deec5cba73ef562c971896057b9']",180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0.0009,493.09175494,340619269.4274296,5053afa1d562765d3b534c185fe410d1,5.036754253421065,2481,"Bruges, Belgium",1413160557,unknown user,,0,180234315.5579678,45413546e6daa64478980219304e93401d65cd80f66b9258ee118bf071f5ab8d,[],493.09175494,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413160542
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,9969fd2ba4e1b2a15dd32ddb0c7293b714e1b139ae6c6f260330bb55083d757c,[],13782544.24121472,['SK3rSCDr56TkkeVf5EGSg39mK5eEi1zZot'],pubkeyhash,1413160475
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,ccadec21398c93cc985e1f08f6c4ea7bec0ea2ba152a0fbb77190dac19e8c2f3,[],13682544.24111472,['SCF9u4t4XxUSGLwcBKbsEHBQwVPht3MNM4'],pubkeyhash,1413160493
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,a9d9ff9cd9076f22ddb4ab3e044522eb9eed0b3aea22dfd7e21cf43326332d1a,[],13582544.24101472,['Rz5gUkEc6FpbnJaGx8e7KUzzWKVtSQZPZ3'],pubkeyhash,1413160499
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,25923ae5f31d57a55238a6aba5c1b8082c5d19998e76f33e1473e6edaa47e363,[],13532574.24091472,['SKuRqxXM8osTuM9uqmyTAh8pN9dDezVTqJ'],pubkeyhash,1413160504
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,26939d22d8100fea2e141356d05ab2cc438d3cabce968b2116c26c8e59fc3052,[],13532483.13081411,['SD5J6YaVFcDwCC5Cw5kBM4w7yqVALYpdhB'],pubkeyhash,1413160510
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,c2905279607aef53251faa7aec227d98cb44b5441d6926e79124f2272dc30186,[],10750945.63071411,['SKreE9TeqV1jo3XbrPkuxnBEf3izhcE95M'],pubkeyhash,1413160516
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,0fdc965421300251af9227fa6ee9de7d43c70007806486783ac85781daf98919,[],10350945.63061411,['RxfdsvzQajRci8NAD5kV76dZo9PsYZ6XMZ'],pubkeyhash,1413160522
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,529be4c77403c78cc0967ed2057a055d31c7dbc7ef68bd995645b1ed09a8f5a1,[],10350055.09053608,['SFYA47pMMfBsozAYgT49EGobErmuHeb7oJ'],pubkeyhash,1413160528
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,2f9c932b4e87d9ca19241904062fabb35f0b8deec5cba73ef562c971896057b9,[],10288708.77012358,['SHfYsA1E1SvkgGL4hKkePv7N8gDBSZasi9'],pubkeyhash,1413160536

207,0,False,"['970865e443add60e9e2dbbd64b45b90ade88888082138d44a46cf1ddc987d93a', 'ea1f498fee635838d4ca9da211234e3fd68f72311a376787a25f74e12f1de66a', 'e765d9cbe12b7ba816d08badba656bf57ef485233cd1e4119ab760d97dd5017c', '18bdc15ff785b56b04214358272b49322bb0ada17f3aa89e5de71414cec3cbcd', 'dff413ef0393e9d4fedf0bccf2a9cebc93836993c957dcd0779e1ba00055f786', '362d44b02e039cad7e97aa30eaf8369649f9275a1ba094450dc5812c82926045', 'f624167671132e30106ce6ae017c234d3dfae928388a1b94e5e2ccc2cda287aa', '951994dde80fca58321421dfd9283d277787657e19502946b389c2ffe1e07937', '5352e3dc1b6343234cf2d64e3bc8c2593bdd84713734a43b7dec7cf76dd2cfb1', 'c7928963366e41627c2252fab31aca5d5dea8fb8e3cf7728b1f78a5dfbfc099f', '6f0e3941567095053e67c99d98d022fa8d83d8e17a4cc3a6ee1a0a161761f791', 'c92762150258c3456eabfad7ed12caeea4d3aac97367fb5ab41ce44f1033c81f', 'c412925345957e042a9f2c134ae28801b227afe7a1b9c8c099ea6979fb33c5fa']",180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0.0012,492.44865581,340619761.87488544,5053afa1d562765d3b534c185fe410d1,4.997558854833334,3165,"Bruges, Belgium",1413160619,unknown user,,0,180234315.5579678,970865e443add60e9e2dbbd64b45b90ade88888082138d44a46cf1ddc987d93a,[],492.44865581,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413160618
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,ea1f498fee635838d4ca9da211234e3fd68f72311a376787a25f74e12f1de66a,[],97548279.50880978,['SFAcL8Dien3UxD22d9LH82yvdsqsXc7qMG'],pubkeyhash,1413160558
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,e765d9cbe12b7ba816d08badba656bf57ef485233cd1e4119ab760d97dd5017c,[],96491269.54994975,['S6FYhmkizQMb4nJa8uHKJHg8Gq4YnQiXeT'],pubkeyhash,1413160551
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,18bdc15ff785b56b04214358272b49322bb0ada17f3aa89e5de71414cec3cbcd,[],89350334.26607047,['S64sftwg8kPpr7tGs5LugGxWjmjQmiHsmm'],pubkeyhash,1413160543
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,dff413ef0393e9d4fedf0bccf2a9cebc93836993c957dcd0779e1ba00055f786,[],10288693.49702382,['S2CS2EsnYhPdgaKgRyPLyJKF1cs1vqDKpN'],pubkeyhash,1413160564
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,362d44b02e039cad7e97aa30eaf8369649f9275a1ba094450dc5812c82926045,[],10284193.52670898,['RzqJRZJmgsw14SmbS36iMUwddwhLJ9pu1n'],pubkeyhash,1413160571
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,f624167671132e30106ce6ae017c234d3dfae928388a1b94e5e2ccc2cda287aa,[],10234668.57348398,['SKncxPWxzKXmLhn9cBSUEmcnYynw6DygMU'],pubkeyhash,1413160577
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,951994dde80fca58321421dfd9283d277787657e19502946b389c2ffe1e07937,[],10229073.57338398,['RxGK1cUk1qyqEqMCv7cDpCeybwxsHn9eG9'],pubkeyhash,1413160583
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,5352e3dc1b6343234cf2d64e3bc8c2593bdd84713734a43b7dec7cf76dd2cfb1,[],10228573.57328398,['RxuRxXnEUvHfcp6edSAgxo5PNhGxSFF8fT'],pubkeyhash,1413160590
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,c7928963366e41627c2252fab31aca5d5dea8fb8e3cf7728b1f78a5dfbfc099f,[],10225361.07318398,['S5GETu6WKDhBX4SxF9HVKWgkdfDmpM3vY2'],pubkeyhash,1413160595
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,6f0e3941567095053e67c99d98d022fa8d83d8e17a4cc3a6ee1a0a161761f791,[],10210252.89730273,['S6t52PtgaRkpKjxibKYm1hPk2kmssj9zeA'],pubkeyhash,1413160602
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,c92762150258c3456eabfad7ed12caeea4d3aac97367fb5ab41ce44f1033c81f,[],10210250.71420264,['SGnx2sTUKa4MxFbcbJYZ6Q4wuoKBNYfxHP'],pubkeyhash,1413160610
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,c412925345957e042a9f2c134ae28801b227afe7a1b9c8c099ea6979fb33c5fa,[],10210129.40910233,['SKzhw6GxoxkKxJDyEzAsxZfq8Ff6KQWz98'],pubkeyhash,1413160615

208,1,False,"['68bf4ea49048e945789cbab42ed9a6ca1c651966e5fc206e1184e2bffc39ef05', 'a7874f4317838f149c4d28b0ccbebaaf1f61a7f6969d01419aa2f30dcb61e9de', '0df2bbf316a6b802d41d7a2b2f3669d61d00cefaa072cc5ae2c48c60299b1c7b', 'a7a99d3562400ab64eb39d54725d029ddc347b7c5ac023f5c3df45aeffdd4838', '7048367caeeac5a11bdbf2b66fee650a2536ddaf38eaf3635aed14daad15be0a', '78d7e62eb204673ae9c65f71a33f828de9ca15a8e9c1ae386be1e49314f8fcc0', 'b97c484fd8069ecc41dd914b745c82aa192c27927aa742a114f7e6e98226b4ca']",180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0.0006,493.07895507,340620254.9532405,5053afa1d562765d3b534c185fe410d1,4.97803836276536,1789,"Bruges, Belgium",1413160670,unknown user,,0,180234315.5579678,68bf4ea49048e945789cbab42ed9a6ca1c651966e5fc206e1184e2bffc39ef05,[],493.07895507,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413160670
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,a7874f4317838f149c4d28b0ccbebaaf1f61a7f6969d01419aa2f30dcb61e9de,[],89350284.26597047,['SJnQVFwwKrMLZEqKJ7ivQkCghyVAmexuHf'],pubkeyhash,1413160622
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,0df2bbf316a6b802d41d7a2b2f3669d61d00cefaa072cc5ae2c48c60299b1c7b,[],89350272.76587047,['S6iSUdeeibbBjgZEHjmYvXmvyqSqhtU6AL'],pubkeyhash,1413160630
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,a7a99d3562400ab64eb39d54725d029ddc347b7c5ac023f5c3df45aeffdd4838,[],89349272.78078511,['SM9NToiniVfuZsHTNDNpFoYAsVg8Lwu5Bm'],pubkeyhash,1413160635
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,7048367caeeac5a11bdbf2b66fee650a2536ddaf38eaf3635aed14daad15be0a,[],89339787.22111481,['S9axQfSrmBNgugnAy3DCzmHyxhamBBsCY2'],pubkeyhash,1413160640
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,78d7e62eb204673ae9c65f71a33f828de9ca15a8e9c1ae386be1e49314f8fcc0,[],89330795.88410075,['S8PynRkhzh2q2UuSZAGsCyb8XHciEgV3S1'],pubkeyhash,1413160645
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,b97c484fd8069ecc41dd914b745c82aa192c27927aa742a114f7e6e98226b4ca,[],89329300.51901051,['RzUJ2NtUWomaQVH4zpMXpWDur8GTN9ffa2'],pubkeyhash,1413160660

209,0,False,"['aa7974ceacdcc6b29768c63e13285d731cc9ee1bef8031d68cc69e2d66fc67ec', 'a65d168eabbeb513d975502bfcbfb2f8941fa51c5c4124c572eeac522645f52e', '9b2d905e1758623f2bd6c3ab52aab9a03a7fd0f02aadb1946a65c8cd462d8ce0', 'd8a5fc9de8c7b5903cf04bfe4d421886563ae0eac6308d2cbb279253e71cff66']",180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0.0003,127.2046941,340620382.1576346,5ad8e9c33e44236cda5106caa834c5e1,5.067465687222115,1097,"Bruges, Belgium",1413160707,unknown user,,0,180234315.5579678,aa7974ceacdcc6b29768c63e13285d731cc9ee1bef8031d68cc69e2d66fc67ec,[],127.2046941,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413160706
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,a65d168eabbeb513d975502bfcbfb2f8941fa51c5c4124c572eeac522645f52e,[],96491266.6018498,['SAFhndk5NXKMbF1Myc37PjdNz3bufiGVCD'],pubkeyhash,1413160679
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,9b2d905e1758623f2bd6c3ab52aab9a03a7fd0f02aadb1946a65c8cd462d8ce0,[],89307970.41930114,['Ryz13cqhBxdaAx2qhWYabfDfHA6sBVo1Hd'],pubkeyhash,1413160670
,,,,,,,,,,,,,,,,,,,0,180234315.5579678,d8a5fc9de8c7b5903cf04bfe4d421886563ae0eac6308d2cbb279253e71cff66,[],10210111.03500178,['SLqWPQzFsbRtH4csUCtVK8evwgYqLPSKEf'],pubkeyhash,1413160674

210,1,False,['d28fa7a9d83648a5a5b31bf1747faa9f62dc9fd49439eebaf85a709582bced0c'],180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0,127.2043941,340620509.3620287,5ad8e9c33e44236cda5106caa834c5e1,5.306791615015185,406,"Bruges, Belgium",1413160799,unknown user,,0,180234315.5579678,d28fa7a9d83648a5a5b31bf1747faa9f62dc9fd49439eebaf85a709582bced0c,[],127.2043941,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413160710

211,1,False,['d21ca92dcc324652debbf3f4da810e7d67ec17886c124d5dc5872a0c906f3b91'],180234315.5579678,b8191f19cee0af93,proof-of-work ,False,2,0,495.13659751,340621004.49862623,5053afa1d562765d3b534c185fe410d1,4.993475755526559,403,"Bruges, Belgium",1413160821,unknown user,,0,180234315.5579678,d21ca92dcc324652debbf3f4da810e7d67ec17886c124d5dc5872a0c906f3b91,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413160820

212,0,False,['5b8e3f86f18d58073515bc658f90528e610e1ecd1199a19150e023ab3a94dcf2'],180234315.5579678,c8291f19cee0af93,proof-of-work stake-modifier ,False,2,0,495.13659751,340621499.63522375,5053afa1d562765d3b534c185fe410d1,5.39549417113505,400,"Bruges, Belgium",1413160866,unknown user,,0,180234315.5579678,5b8e3f86f18d58073515bc658f90528e610e1ecd1199a19150e023ab3a94dcf2,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413160865

213,0,False,['3b7eef773a86eb36544797258302684975c0ddbd00ef6dad72fa98aa8c0a25e4'],180234315.5579678,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340621994.7718212,5053afa1d562765d3b534c185fe410d1,5.558995673933327,407,"Bruges, Belgium",1413160942,unknown user,,0,180234315.5579678,3b7eef773a86eb36544797258302684975c0ddbd00ef6dad72fa98aa8c0a25e4,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413160937

214,0,False,['e386b7e5acefa832fb71f1491c4e1c7b4a888f5451c6ddfe74b2b07f335d0ddb'],180234315.5579678,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340622489.9084187,5053afa1d562765d3b534c185fe410d1,5.389902222050879,400,"Bruges, Belgium",1413160962,unknown user,,0,180234315.5579678,e386b7e5acefa832fb71f1491c4e1c7b4a888f5451c6ddfe74b2b07f335d0ddb,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413160962

215,1,False,['cbe27c5d3ac831764757bc5f1e65cd44301f4a5e5f5f7f97654e2ac21312a45d'],180234315.5579678,c8291f19cee0af93,proof-of-work ,False,2,0,500,340622989.9084187,496312cc8a6b929226ec68bf90c560d6,5.848618144320409,415,"Bruges, Belgium",1413160982,unknown user,,0,180234315.5579678,cbe27c5d3ac831764757bc5f1e65cd44301f4a5e5f5f7f97654e2ac21312a45d,[],500,['RxHcnkPdLA3aFUCLNWruAjTB7cj27PJcwh'],pubkeyhash,1413160981

216,1,False,['b416ec74f069e121e6eeb5d61f5bf70b223f1cf5bd6bd7368746631b3e568ae9'],180234315.5579678,c8291f19cee0af93,proof-of-work ,False,1,0,495.13659751,340623485.0450162,5053afa1d562765d3b534c185fe410d1,6.346375139490458,400,"Bruges, Belgium",1413161009,unknown user,,0,180234315.5579678,b416ec74f069e121e6eeb5d61f5bf70b223f1cf5bd6bd7368746631b3e568ae9,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413160997

217,0,False,['0b20505325d3fc2b861b3a4cb5a1f6e0804620971c0fcf789b00b7b19cad63e3'],180234315.5579678,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340623980.18161374,5053afa1d562765d3b534c185fe410d1,6.785434637710233,402,"Bruges, Belgium",1413161117,unknown user,,0,180699863.5973498,0b20505325d3fc2b861b3a4cb5a1f6e0804620971c0fcf789b00b7b19cad63e3,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413161098

218,0,False,['bde9427042269883d95ebe1f699545e6ab43f5ffd93c2e8dc77231c11f18cd87'],180234315.5579678,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340624475.31821126,5053afa1d562765d3b534c185fe410d1,6.201742495289629,400,"Bruges, Belgium",1413161159,unknown user,,0,180699863.5973498,bde9427042269883d95ebe1f699545e6ab43f5ffd93c2e8dc77231c11f18cd87,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413161159

219,1,False,['ff46d7735effe496291ca01296a35c1c6ae202b712baeb7ddff14004d6d98294'],180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340624970.4548088,5053afa1d562765d3b534c185fe410d1,6.428636295882743,415,"Bruges, Belgium",1413161188,unknown user,,0,180699863.5973498,ff46d7735effe496291ca01296a35c1c6ae202b712baeb7ddff14004d6d98294,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413161187

220,0,False,"['fe208c37b221fa95a6226ab3f77992f2a8cd965f961c84e8a90f71538139066d', '96476124e67516834dc1dee90a9c636f2b22ecfae97690be3b98139a4639b807']",180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0.0001,500.0001,340625470.4548088,496312cc8a6b929226ec68bf90c560d6,6.844688000287219,638,"Bruges, Belgium",1413161235,unknown user,,0,180699863.5973498,fe208c37b221fa95a6226ab3f77992f2a8cd965f961c84e8a90f71538139066d,[],500.0001,['RxHcnkPdLA3aFUCLNWruAjTB7cj27PJcwh'],pubkeyhash,1413161225
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,96476124e67516834dc1dee90a9c636f2b22ecfae97690be3b98139a4639b807,[],10210102.16490189,['S2T8DdyMRzppFMKKRd1zDuLjRPK6Ktww1B'],pubkeyhash,1413161218

221,1,False,['b69ba04e31369e41d7bcf2cb7ebc08d913d0dd8c61e15149fc2007c92d772d3d'],180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340625965.5914063,5053afa1d562765d3b534c185fe410d1,7.023724646897593,407,"Bruges, Belgium",1413161247,unknown user,,0,180699863.5973498,b69ba04e31369e41d7bcf2cb7ebc08d913d0dd8c61e15149fc2007c92d772d3d,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413161246

222,0,False,['a3732697a7c5724bd5b4eb4e219ba78545dfd161d7e459d68c776f545067ad84'],180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0,495.13659751,340626460.7280038,5053afa1d562765d3b534c185fe410d1,7.753463579384805,400,"Bruges, Belgium",1413161282,unknown user,,0,180699863.5973498,a3732697a7c5724bd5b4eb4e219ba78545dfd161d7e459d68c776f545067ad84,[],495.13659751,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413161268

223,0,False,['32445740ff620378c90e785bb530a5d23db1fa574597efd7fc2a0c021ecdb1a5'],180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0,128.33701973,340626589.06502354,5ad8e9c33e44236cda5106caa834c5e1,8.153127738146786,409,"Bruges, Belgium",1413161326,unknown user,,0,180699863.5973498,32445740ff620378c90e785bb530a5d23db1fa574597efd7fc2a0c021ecdb1a5,[],128.33701973,['S8WDc4S5GrhvFdDrTtZ4Rz5z5XXLLr9qQc'],pubkeyhash,1413161319

224,1,False,['f40d27ad48bbb1d98ebb1b1cf302596af3844fa5e753b7c1cde3c0777388b61b'],180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0,324.44195606,340626913.5069796,5053afa1d562765d3b534c185fe410d1,8.417199484641596,404,"Bruges, Belgium",1413161390,unknown user,,0,180699863.5973498,f40d27ad48bbb1d98ebb1b1cf302596af3844fa5e753b7c1cde3c0777388b61b,[],324.44195606,['Rx78MvqknXstdF1kMMiubk1D1xeSUXqZcF'],pubkeyhash,1413161382

225,0,False,"['8b90789177e5511994870e4125413ee80d6af8fad975608df8dbf9e9886fa849', 'e786977fa04dc2a457054b76599a6040e069f0b264fa6a0b1aadec6ad15c882d']",180699863.5973498,c8291f19cee0af93,proof-of-work ,False,2,0.0001,481.9706549,340627395.4775345,5053afa1d562765d3b534c185fe410d1,8.351699117088343,631,"Bruges, Belgium",1413161447,unknown user,,0,180699863.5973498,8b90789177e5511994870e4125413ee80d6af8fad975608df8dbf9e9886fa849,[],481.9706549,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413161407
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,e786977fa04dc2a457054b76599a6040e069f0b264fa6a0b1aadec6ad15c882d,[],10210071.16480189,['S3Ns9oiBhQ9MEJBWBdZCzSn1sFuRbMW6gz'],pubkeyhash,1413161397

226,0,False,"['6f9b23acc4cf5a7c6afb9e9726ed8457cb89328b03ecd14bacc6820c1bf5b8b3', '2abdda07d912a8e9b7bee7ae32245a2d1adc7b0275d772e1102ba0385b9872ba', 'f06cde3732d44e559c06a7217dc2184da4d5ec5a0e050f195f325ab211a63fca']",180699863.5973498,82151f19cee0af93,proof-of-work stake-modifier ,False,2,0.0002,481.9707549,340627877.44808936,5053afa1d562765d3b534c185fe410d1,8.401119484264076,864,"Bruges, Belgium",1413161512,unknown user,,0,180699863.5973498,6f9b23acc4cf5a7c6afb9e9726ed8457cb89328b03ecd14bacc6820c1bf5b8b3,[],481.9707549,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413161484
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,2abdda07d912a8e9b7bee7ae32245a2d1adc7b0275d772e1102ba0385b9872ba,[],96453836.6017498,['RxknZUxnUiGxHL5ZjTwm6W2a3UrS7su34K'],pubkeyhash,1413161430
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,f06cde3732d44e559c06a7217dc2184da4d5ec5a0e050f195f325ab211a63fca,[],89305208.91920114,['Ry1KEbrDnCNnPUomUoabLWzhxDF2FdVHgw'],pubkeyhash,1413161409

227,1,False,"['ef3b4e986cc4dd0e4cc5f0deead18c1931d40db9b506ad82bf6900dd7094833a', '91b56d2dbd6c38d190ff42adc7ebc54f6ad93b43694a9c2231e067194e756f34']",180699863.5973498,82151f19cee0af93,proof-of-work ,False,2,0.0001,481.9706549,340628359.4186443,5053afa1d562765d3b534c185fe410d1,8.319556633073304,634,"Bruges, Belgium",1413161661,unknown user,,0,180699863.5973498,ef3b4e986cc4dd0e4cc5f0deead18c1931d40db9b506ad82bf6900dd7094833a,[],481.9706549,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413161559
,,,,,,,,,,,,,,,,,,,0,180699863.5973498,91b56d2dbd6c38d190ff42adc7ebc54f6ad93b43694a9c2231e067194e756f34,[],10210051.29470105,['Rzf8JbSYy64z85bN5nns5tQb9nsp3rF3Pm'],pubkeyhash,1413161515

228,1,False,['f2e912f76afab46a92318161ae619caee88dd1ae33170148644c0e5e9ee9f7ef'],180699863.5973498,82151f19cee0af93,proof-of-work ,False,2,0,500,340628859.4186443,496312cc8a6b929226ec68bf90c560d6,7.083429034655137,409,"Bruges, Belgium",1413161740,unknown user,,0,180699863.5973498,f2e912f76afab46a92318161ae619caee88dd1ae33170148644c0e5e9ee9f7ef,[],500,['SAB1NgfQEQQ93uM1jd8WwYH8TU3LnzuBKV'],pubkeyhash,1413161697

229,0,False,['a2e05bad4c38d939118137b8e09b47cd47be50ca9e03b5cbfeca7d14a2ed63d4'],180699863.5973498,82151f19cee0af93,proof-of-work ,False,2,0,481.9705549,340629341.3891992,5053afa1d562765d3b534c185fe410d1,6.829016121922061,400,"Bruges, Belgium",1413161761,unknown user,,0,180699863.5973498,a2e05bad4c38d939118137b8e09b47cd47be50ca9e03b5cbfeca7d14a2ed63d4,[],481.9705549,['SHPQ7kVebp4dTvqSrqUiAXE9nmDigpDf5B'],pubkeyhash,1413161745

