Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,16.997400,22.926399,16.858200,21.284100,21.284100,9168790
2017-11-10,21.453199,22.562401,16.528099,17.543699,17.543699,9689210
2017-11-11,17.501801,19.977900,17.193100,19.977900,19.977900,5825590
2017-11-12,20.295401,21.077299,15.700500,16.177299,16.177299,6862910
2017-11-13,16.240900,18.300301,16.184799,16.811899,16.811899,4780390
2017-11-14,16.878300,18.200300,16.863199,17.863800,17.863800,2772270
2017-11-15,17.910999,21.456699,17.099300,19.366699,19.366699,7185410
2017-11-16,19.343100,21.603201,18.662901,19.045500,19.045500,10068500
2017-11-17,18.783400,19.213301,17.349800,18.380699,18.380699,6094750
2017-11-18,18.469299,19.365499,17.912901,18.552500,18.552500,3659840
2017-11-19,18.557501,19.917700,18.527800,18.884501,18.884501,3214330
2017-11-20,18.810699,19.782400,18.434401,19.393499,19.393499,3939130
2017-11-21,19.504801,20.949100,18.216400,19.792000,19.792000,3982040
2017-11-22,19.934999,23.147600,19.748699,22.918100,22.918100,7285730
2017-11-23,22.741100,24.102100,21.841400,21.841400,21.841400,6263550
2017-11-24,21.931000,22.446800,21.000200,22.122000,22.122000,4548280
2017-11-25,22.129101,23.642401,22.129101,23.337700,23.337700,4208370
2017-11-26,23.431299,23.467699,21.770100,22.914801,22.914801,4562490
2017-11-27,22.755800,23.519100,21.897600,22.884300,22.884300,4196830
2017-11-28,22.942801,25.131800,22.787300,23.660700,23.660700,6776520
2017-11-29,23.557699,25.358299,19.006701,19.577400,19.577400,9147160
2017-11-30,20.245199,23.603001,18.571699,23.394100,23.394100,6917800
2017-12-01,23.191200,23.247999,20.962000,23.228001,23.228001,4852030
2017-12-02,23.171900,23.345400,21.679600,22.432899,22.432899,3068200
2017-12-03,22.258600,24.604799,21.359699,23.106800,23.106800,5475510
2017-12-04,23.053301,24.457899,22.744400,23.881599,23.881599,6554430
2017-12-05,23.826500,25.594200,23.726900,25.507099,25.507099,7338800
2017-12-06,25.497499,25.955400,21.451500,22.613501,22.613501,10704200
2017-12-07,23.022600,25.463699,19.294500,19.481100,19.481100,13384500
2017-12-08,19.340300,22.372499,18.112700,20.366301,20.366301,11227700
2017-12-09,20.207199,22.337900,20.010401,22.056200,22.056200,9043360
2017-12-10,21.596800,21.596800,18.818800,19.653500,19.653500,6611590
2017-12-11,19.236200,25.258801,19.236200,23.630400,23.630400,9127790
2017-12-12,23.666401,27.959299,22.969299,27.240801,27.240801,11137400
2017-12-13,27.031500,29.231600,24.869400,26.361401,26.361401,12217400
2017-12-14,25.886499,35.820801,25.726400,32.285702,32.285702,34603300
2017-12-15,32.419601,32.882401,26.158400,31.667299,31.667299,19675900
2017-12-16,31.709999,32.097900,29.749901,30.953100,30.953100,12512500
2017-12-17,31.708200,44.933300,31.164499,38.592999,38.592999,28270400
2017-12-18,38.430698,44.687099,36.755100,42.266499,42.266499,20930600
2017-12-19,42.349098,46.443600,38.422501,41.380798,41.380798,21900300
2017-12-20,41.675098,46.077999,35.484299,43.749199,43.749199,22740800
2017-12-21,43.953098,46.899300,38.497101,41.690102,41.690102,29188800
2017-12-22,41.792301,43.102600,23.474501,32.001400,32.001400,22498500
2017-12-23,32.405701,41.369598,31.851500,36.855000,36.855000,17790400
2017-12-24,37.098499,37.293800,29.724199,35.563599,35.563599,13755700
2017-12-25,35.611401,47.843102,34.154301,47.460098,47.460098,36559000
2017-12-26,47.905602,48.019001,40.560398,47.854900,47.854900,35829800
2017-12-27,48.095798,48.095798,42.406502,44.393101,44.393101,22010600
2017-12-28,44.314400,44.943501,37.963799,41.561901,41.561901,15198000
2017-12-29,41.985500,49.053299,41.355999,47.102699,47.102699,20666300
2017-12-30,47.015301,47.339100,38.036301,42.187302,42.187302,19579400
2017-12-31,41.409199,57.714001,40.716099,57.714001,57.714001,32330900
2018-01-01,58.310299,78.075104,52.008598,64.806999,64.806999,104632000
2018-01-02,64.858002,70.291298,56.385700,60.358398,60.358398,67878600
2018-01-03,61.839298,71.649399,58.526299,66.370499,66.370499,47762500
2018-01-04,66.772301,72.042702,63.862400,66.628998,66.628998,36659400
2018-01-05,66.553101,69.711601,58.495399,62.739601,62.739601,36607800
2018-01-06,63.039200,68.226700,58.723301,63.850800,63.850800,28218000
2018-01-07,63.651299,87.163696,63.258099,71.377602,71.377602,52211000
2018-01-08,71.612297,78.580498,63.780300,76.070000,76.070000,43430600
2018-01-09,75.779198,79.469902,66.232903,68.583099,68.583099,31292400
2018-01-10,68.998199,70.481201,59.816502,66.612198,66.612198,25423000
2018-01-11,66.617599,67.202202,56.977798,57.384300,57.384300,18147200
2018-01-12,57.503101,62.702000,52.082401,62.393200,62.393200,23812300
2018-01-13,62.577599,65.194603,60.997101,62.233200,62.233200,17156200
2018-01-14,62.325802,69.105598,61.286301,64.336998,64.336998,24864200
2018-01-15,64.013100,66.267799,57.755600,58.898201,58.898201,20503800
2018-01-16,58.821701,58.821701,32.758999,42.833599,42.833599,22837500
2018-01-17,42.348701,46.289700,32.220299,43.200199,43.200199,20257600
2018-01-18,43.542801,50.560101,40.616199,45.938202,45.938202,13511800
2018-01-19,45.716900,52.644199,44.225498,51.183601,51.183601,15272900
2018-01-20,51.760799,60.202999,51.760799,58.728802,58.728802,17234600
2018-01-21,59.062401,59.350601,46.117199,47.499401,47.499401,12904400
2018-01-22,48.807098,51.179401,41.135201,45.065300,45.065300,11446300
2018-01-23,44.718498,49.579399,41.341400,46.946701,46.946701,9407480
2018-01-24,47.185600,49.562199,45.703201,47.826801,47.826801,9471610
2018-01-25,48.529202,49.992901,44.043301,47.169399,47.169399,6394650
2018-01-26,47.019600,48.229900,39.767799,44.300999,44.300999,5479060
2018-01-27,44.299900,46.472801,43.764000,44.938801,44.938801,6871510
2018-01-28,45.173199,47.798302,45.173199,46.595699,46.595699,5132220
2018-01-29,46.561401,47.290798,43.624802,44.195702,44.195702,3634000
2018-01-30,44.321602,44.573601,36.792400,38.370499,38.370499,6051400
2018-01-31,38.434101,39.576401,36.370499,38.779301,38.779301,5642280
