Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,11.877600,12.454900,11.733100,11.938900,11.938900,116434000
2017-11-10,11.967000,12.313800,11.068600,11.289100,11.289100,131906000
2017-11-11,11.303600,12.166800,11.303600,11.650700,11.650700,113139000
2017-11-12,11.592100,11.658500,10.894100,11.107800,11.107800,116105000
2017-11-13,11.101900,11.512500,11.087600,11.416700,11.416700,73428304
2017-11-14,11.412100,11.686600,11.231400,11.595100,11.595100,73833600
2017-11-15,11.536100,11.738500,11.501900,11.716700,11.716700,43757700
2017-11-16,11.683100,13.899500,11.632200,12.888800,12.888800,317008000
2017-11-17,12.830500,13.369600,12.553900,13.369600,13.369600,109115000
2017-11-18,13.521000,14.157500,13.115000,14.017800,14.017800,116168000
2017-11-19,14.012800,14.114000,13.660600,14.026800,14.026800,61181300
2017-11-20,14.003300,15.298500,14.003300,14.770200,14.770200,160772992
2017-11-21,14.803100,14.938400,13.463900,14.153700,14.153700,158550000
2017-11-22,14.053400,14.261700,13.846100,14.202500,14.202500,91778304
2017-11-23,14.215100,14.215100,13.811800,13.953400,13.953400,116380000
2017-11-24,13.945800,14.427500,13.540600,14.427500,14.427500,153144000
2017-11-25,14.372500,14.820500,14.088400,14.494100,14.494100,143624000
2017-11-26,14.506700,15.011600,14.225700,14.789600,14.789600,115807000
2017-11-27,14.692300,14.951400,14.219300,14.788700,14.788700,141496992
2017-11-28,14.759600,15.898000,14.602900,15.485200,15.485200,248416000
2017-11-29,15.441700,15.441700,12.266200,12.447200,12.447200,169680992
2017-11-30,12.494500,13.529300,11.436200,12.951400,12.951400,116134000
2017-12-01,12.866700,13.279000,12.127100,13.156300,13.156300,77540704
2017-12-02,13.153600,13.449900,12.546500,13.003800,13.003800,106410000
2017-12-03,13.025700,13.678500,12.489100,13.147000,13.147000,101683000
2017-12-04,13.147300,13.997200,12.679800,13.619000,13.619000,139016000
2017-12-05,13.694600,13.950400,13.083100,13.083100,13.083100,106446000
2017-12-06,13.124100,13.143400,11.857800,11.958000,11.958000,136931008
2017-12-07,11.952800,14.932600,11.668800,12.559400,12.559400,262720992
2017-12-08,12.530800,13.060800,11.991000,12.794400,12.794400,153972000
2017-12-09,12.768900,12.768900,11.542000,12.084700,12.084700,124125000
2017-12-10,12.093100,12.093100,10.736700,11.050300,11.050300,106888000
2017-12-11,11.019800,14.597700,10.998500,13.550800,13.550800,218916992
2017-12-12,13.571100,15.122000,13.284400,14.764200,14.764200,253559008
2017-12-13,14.814200,19.286600,14.803900,17.313900,17.313900,541412992
2017-12-14,17.163799,20.633200,17.024000,20.482201,20.482201,389612992
2017-12-15,20.681200,32.646801,17.688499,30.539700,30.539700,1227399936
2017-12-16,30.146799,31.530899,28.476200,28.995399,28.995399,609254016
2017-12-17,29.185499,30.302099,28.627300,29.622299,29.622299,399360992
2017-12-18,29.662399,56.061199,27.844000,51.848099,51.848099,2427869952
2017-12-19,51.962502,77.745201,51.297199,67.747299,67.747299,2134470016
